Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:

Point (26.9037, -201.4906, 1864.2808) connects to:
    Branch Segment 2
    Branch Segment 5

        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz       Dfit       Dmin       Dmax          C         Dh         Xh        Scf       Area          E
   68.6391  -274.6279  1803.6657     0.2080    -0.0947    -0.9735     0.8315     0.5413     0.1250     0.5152    -0.8355     0.1913     2.5992     2.3061     2.9047     0.0319     2.5447     0.8761     8.3348     5.3023     0.4664
   68.6826  -274.6471  1803.4650     0.2140    -0.0916    -0.9725     0.9180     0.3591     0.1682     0.3339    -0.9288     0.1610     2.5186     2.1918     2.8023     0.0352     2.4597     0.8777     8.0727     4.9641     0.4998
   68.7261  -274.6652  1803.2701     0.2195    -0.0888    -0.9716     0.8139     0.5658     0.1322     0.5380    -0.8197     0.1965     2.4145     2.0792     2.7031     0.0275     2.3597     0.8730     7.7436     4.5682     0.5034
   68.7691  -274.6821  1803.0819     0.2245    -0.0855    -0.9707     0.8385     0.5245     0.1477     0.4965    -0.8471     0.1895     2.3271     1.9654     2.6957     0.0347     2.2595     0.8382     7.4730     4.2213     0.5364
   68.8114  -274.6978  1802.9011     0.2293    -0.0834    -0.9698     0.9560     0.2068     0.2082     0.1832    -0.9748     0.1272     2.2588     1.7361     2.6951     0.0233     2.1701     0.8052     7.3422     3.9834     0.5127
   68.8526  -274.7125  1802.7284     0.2332    -0.0811    -0.9690     0.7336     0.6688     0.1206     0.6383    -0.7390     0.2155     2.2468     1.5174     2.8439     0.0303     2.1625     0.7604     7.2824     3.9370     0.4668
   68.8924  -274.7260  1802.5645     0.2373    -0.0788    -0.9682     0.9341     0.2922     0.2052     0.2667    -0.9531     0.1429     2.2526     1.3222     3.0060     0.0274     2.1598     0.7185     7.3188     3.9519     0.5012
   68.9305  -274.7384  1802.4102     0.2403    -0.0764    -0.9677     0.5209     0.8513     0.0622     0.8191    -0.5190     0.2444     2.2778     1.3942     3.1216     0.0251     2.2030     0.7057     7.3437     4.0445     0.5185
   68.9665  -274.7496  1802.2661     0.2434    -0.0744    -0.9671     0.9507     0.2160     0.2227     0.1923    -0.9736     0.1233     2.2990     1.4629     3.1230     0.0293     2.2348     0.7156     7.3916     4.1297     0.5029
   69.0003  -274.7598  1802.1328     0.2466    -0.0736    -0.9663     0.9392     0.2639     0.2196     0.2388    -0.9617     0.1342     2.2936     1.5261     3.1240     0.0191     2.2375     0.7162     7.3647     4.1196     0.4757
   69.0315  -274.7690  1802.0111     0.2488    -0.0722    -0.9659     0.7022     0.7003     0.1285     0.6671    -0.7102     0.2249     2.2787     1.5842     3.0673     0.0244     2.2227     0.7247     7.3116     4.0629     0.4434
   69.0599  -274.7771  1801.9013     0.2508    -0.0703    -0.9655     0.7542     0.6394     0.1494     0.6068    -0.7657     0.2134     2.2681     1.6367     2.9865     0.0252     2.2221     0.7441     7.2495     4.0273     0.4281
   69.0963  -274.7871  1801.7620     0.2536    -0.0685    -0.9649     0.8858     0.4172     0.2032     0.3886    -0.9062     0.1664     2.2413     1.6821     2.8850     0.0219     2.1946     0.7607     7.1811     3.9400     0.3833
   69.1456  -274.8002  1801.5759     0.2574    -0.0676    -0.9639     0.9647    -0.0394     0.2603    -0.0556    -0.9969     0.0551     2.1926     1.6978     2.7792        n/a     2.1425     0.7709     7.0248     3.7626     0.3312

[Main Branch Set] Branch Segment 4:

Point (41.6099, -213.5885, 1864.5518) connects to:
    Branch Segment 2
    Branch Segment 3

        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz       Dfit       Dmin       Dmax          C         Dh         Xh        Scf       Area          E
   73.6091  -244.3287  1844.3414    -0.6566     0.3417     0.6724     0.6376     0.7277     0.2528    -0.4029     0.5947    -0.6957     2.0769     1.5585     2.5118        n/a     2.0064     0.7988     6.6722     3.3467     0.6645
   73.4794  -244.2585  1844.4762    -0.6413     0.3624     0.6763     0.5444     0.8361     0.0681    -0.5407     0.4118    -0.7335     2.1252     1.5364     2.7499     0.1506     2.0481     0.7448     6.8277     3.4960     0.6590
   73.3863  -244.2039  1844.5754    -0.6286     0.3832     0.6767     0.5115     0.8592    -0.0114    -0.5858     0.3390    -0.7361     2.1516     1.4693     2.9126     0.1793     2.0622     0.7080     6.9292     3.5724     0.6809
   73.3155  -244.1594  1844.6523    -0.6175     0.3999     0.6773     0.5934     0.8021     0.0674    -0.5163     0.4435    -0.7326     2.1690     1.4606     3.0684     0.1739     2.0669     0.6736     7.0105     3.6224     0.6869
   73.2395  -244.1086  1844.7366    -0.6048     0.4171     0.6784     0.5902     0.8067     0.0302    -0.5346     0.4187    -0.7341     2.1853     1.4814     3.1464     0.1709     2.0813     0.6615     7.0630     3.6751     0.6862
   73.1594  -244.0514  1844.8275    -0.5906     0.4373     0.6782     0.5642     0.8246    -0.0404    -0.5770     0.3588    -0.7338     2.1972     1.5070     3.2221     0.1995     2.0949     0.6502     7.1090     3.7232     0.6822
   73.0764  -243.9874  1844.9241    -0.5738     0.4605     0.6773     0.6095     0.7925    -0.0225    -0.5471     0.3999    -0.7354     2.1815     1.5326     3.1223     0.2024     2.1012     0.6729     7.0286     3.6920     0.6305
   72.9918  -243.9165  1845.0256    -0.5542     0.4853     0.6763     0.6297     0.7758    -0.0407    -0.5444     0.4033    -0.7355     2.1575     1.5565     3.0276     0.2189     2.0893     0.6901     6.9534     3.6320     0.5414
   72.9068  -243.8384  1845.1313    -0.5316     0.5130     0.6740     0.6317     0.7702    -0.0880    -0.5642     0.3790    -0.7335     2.1717     1.5717     3.0020     0.2398     2.1179     0.7055     6.9699     3.6904     0.4844
   72.8228  -243.7529  1845.2401    -0.5058     0.5434     0.6700     0.6555     0.7470    -0.1110    -0.5608     0.3830    -0.7340     2.2164     1.5459     3.0931     0.2548     2.1670     0.7006     7.0860     3.8389     0.4808
   72.7410  -243.6598  1845.3512    -0.4766     0.5753     0.6647     0.6847     0.7172    -0.1298    -0.5514     0.3933    -0.7357     2.2316     1.5532     3.1920     0.2683     2.1840     0.6842     7.1353     3.8958     0.5215
   72.6626  -243.5590  1845.4638    -0.4437     0.6091     0.6574     0.6932     0.6982    -0.1790    -0.5680     0.3762    -0.7320     2.2334     1.6118     3.2428     0.2922     2.1841     0.6735     7.1382     3.8976     0.5586
   72.5888  -243.4503  1845.5770    -0.4065     0.6443     0.6478     0.7330     0.6532    -0.1897    -0.5454     0.3977    -0.7378     2.2392     1.5718     3.2925     0.3092     2.1767     0.6611     7.1797     3.9069     0.6187
   72.5208  -243.3337  1845.6900    -0.3656     0.6804     0.6351     0.7279     0.6342    -0.2605    -0.5801     0.3671    -0.7272     2.2672     1.5521     3.3622     0.3283     2.1858     0.6501     7.2992     3.9887     0.6590
   72.4595  -243.2090  1845.8019    -0.3208     0.7171     0.6188     0.7604     0.5845    -0.2832    -0.5647     0.3797    -0.7328     2.2920     1.5297     3.3858     0.3457     2.1956     0.6485     7.3954     4.0593     0.6773
   72.4059  -243.0762  1845.9120    -0.2721     0.7527     0.5995     0.7763     0.5399    -0.3255    -0.5686     0.3768    -0.7312     2.3012     1.4895     3.2549     0.3556     2.2040     0.6771     7.4355     4.0970     0.6718
   72.3608  -242.9354  1846.0196    -0.2208     0.7866     0.5766     0.7871     0.4928    -0.3710    -0.5760     0.3720    -0.7280     2.3120     1.4374     3.1432     0.3634     2.2175     0.7055     7.4583     4.1347     0.6758
   72.3248  -242.7866  1846.1241    -0.1676     0.8180     0.5503     0.7975     0.4407    -0.4122    -0.5796     0.3698    -0.7261     2.3287     1.4177     3.1047     0.3608     2.2333     0.7193     7.5186     4.1978     0.6700
   72.2984  -242.6300  1846.2249    -0.1129     0.8462     0.5207     0.8027     0.3866    -0.4542    -0.5856     0.3667    -0.7229     2.3395     1.4766     3.0997     0.3653     2.2418     0.7232     7.5431     4.2275     0.6737
   72.2821  -242.4657  1846.3215    -0.0578     0.8703     0.4891     0.8194     0.3212    -0.4747    -0.5702     0.3734    -0.7317     2.3269     1.5184     3.0898     0.3449     2.2218     0.7191     7.5190     4.1765     0.7004
   72.2761  -242.2941  1846.4136    -0.0043     0.8903     0.4554     0.7926     0.2807    -0.5413    -0.6097     0.3587    -0.7068     2.3039     1.5674     2.9989     0.3364     2.1909     0.7306     7.4592     4.0857     0.7163
   72.2804  -242.1153  1846.5007     0.0469     0.9061     0.4206     0.8085     0.2128    -0.5486    -0.5866     0.3657    -0.7226     2.2876     1.6154     3.0241     0.3062     2.1697     0.7175     7.4067     4.0177     0.7409
   72.2949  -241.9299  1846.5827     0.0951     0.9175     0.3862     0.7884     0.1674    -0.5919    -0.6077     0.3607    -0.7075     2.2780     1.6488     3.0988     0.2876     2.1384     0.6901     7.4092     3.9610     0.7576
   72.3194  -241.7382  1846.6594     0.1397     0.9256     0.3519     0.7815     0.1151    -0.6131    -0.6080     0.3607    -0.7073     2.2626     1.7109     3.1209     0.2592     2.1057     0.6747     7.3910     3.8909     0.7650
   72.3535  -241.5408  1846.7307     0.1801     0.9305     0.3189     0.7595     0.0745    -0.6463    -0.6251     0.3586    -0.6933     2.2377     1.7557     2.9859     0.2336     2.0884     0.6994     7.2982     3.8103     0.7639
   72.3966  -241.3382  1846.7966     0.2153     0.9331     0.2880     0.7398     0.0366    -0.6718    -0.6374     0.3577    -0.6824     2.2088     1.6635     2.8867     0.1984     2.0583     0.7130     7.2072     3.7086     0.7763
   72.4479  -241.1310  1846.8573     0.2465     0.9338     0.2593     0.7313    -0.0037    -0.6820    -0.6359     0.3578    -0.6839     2.2035     1.5574     2.8772     0.1840     2.0417     0.7096     7.2016     3.6758     0.7898
   72.5068  -240.9199  1846.9129     0.2732     0.9332     0.2333     0.6969    -0.0248    -0.7167    -0.6631     0.3584    -0.6572     2.2177     1.5123     2.9047     0.1453     2.0564     0.7079     7.2292     3.7165     0.7934
   72.5721  -240.7056  1846.9638     0.2947     0.9322     0.2100     0.6574    -0.0383    -0.7526    -0.6935     0.3598    -0.6241     2.2266     1.4453     2.9307     0.1313     2.0628     0.7039     7.2714     3.7499     0.7947
   72.6428  -240.4890  1847.0101     0.3128     0.9309     0.1889     0.6414    -0.0603    -0.7648    -0.7005     0.3604    -0.6159     2.2308     1.3770     3.0045     0.1080     2.0647     0.6872     7.2950     3.7656     0.7954
   72.7179  -240.2707  1847.0523     0.3263     0.9296     0.1713     0.5674    -0.0476    -0.8221    -0.7561     0.3655    -0.5430     2.2311     1.3209     3.0856     0.0815     2.0662     0.6696     7.2896     3.7655     0.7968
   72.7959  -240.0518  1847.0909     0.3353     0.9290     0.1568     0.4649    -0.0184    -0.8852    -0.8194     0.3697    -0.4381     2.2310     1.3264     3.1666     0.0640     2.0811     0.6572     7.2599     3.7771     0.7885
   72.8756  -239.8329  1847.1264     0.3406     0.9289     0.1451     0.3450     0.0200    -0.9384    -0.8746     0.3697    -0.3137     2.2588     1.3436     3.2322     0.0456     2.1092     0.6525     7.3517     3.8765     0.7874
   72.9557  -239.6151  1847.1593     0.3422     0.9297     0.1360    -0.0703     0.1697    -0.9830    -0.9370     0.3268     0.1235     2.2873     1.3823     3.2942     0.0353     2.1344     0.6479     7.4410     3.9706     0.7853
   73.0348  -239.3993  1847.1901     0.3393     0.9316     0.1305    -0.8127     0.3601    -0.4581    -0.4737     0.0494     0.8793     2.3047     1.4381     3.3588     0.0278     2.1578     0.6424     7.4901     4.0405     0.7774
   73.1115  -239.1863  1847.2196     0.3319     0.9346     0.1281    -0.9184     0.3512    -0.1823    -0.2154    -0.0571     0.9749     2.3181     1.5040     3.4528     0.0455     2.1705     0.6286     7.5378     4.0901     0.7695
   73.1844  -238.9771  1847.2482     0.3199     0.9387     0.1289    -0.9334     0.2888     0.2130     0.1627    -0.1884     0.9685     2.3297     1.5737     3.5558     0.0707     2.1753     0.6118     7.5919     4.1287     0.7658
   73.2522  -238.7726  1847.2767     0.3033     0.9434     0.1341    -0.9068     0.2426     0.3447     0.2927    -0.2261     0.9291     2.3482     1.6153     3.5880     0.0956     2.1763     0.6066     7.6895     4.1837     0.7705
   73.3137  -238.5738  1847.3057     0.2806     0.9492     0.1424    -0.9173     0.2215     0.3308     0.2824    -0.2235     0.9329     2.3691     1.6582     3.5837     0.1419     2.1887     0.6108     7.7841     4.2593     0.7664
   73.3675  -238.3813  1847.3357     0.2506     0.9555     0.1556    -0.8837     0.1601     0.4398     0.3953    -0.2477     0.8845     2.3758     1.6679     3.4075     0.1888     2.2088     0.6482     7.7848     4.2987     0.7553
   73.4125  -238.1962  1847.3674     0.2140     0.9614     0.1732    -0.8992     0.1246     0.4194     0.3816    -0.2455     0.8911     2.3896     1.7504     3.2993     0.2362     2.2390     0.6786     7.8170     4.3756     0.7397
   73.4478  -238.0192  1847.4012     0.1681     0.9659     0.1967    -0.8768     0.0553     0.4776     0.4504    -0.2528     0.8563     2.4221     1.8503     3.2870     0.3284     2.2790     0.6933     7.9122     4.5079     0.7191
   73.4723  -237.8510  1847.4379     0.1114     0.9678     0.2259    -0.8978     0.0006     0.4404     0.4260    -0.2519     0.8689     2.4431     1.9412     3.3071     0.4065     2.3125     0.6993     7.9608     4.6024     0.6951
   73.4852  -237.6924  1847.4777     0.0430     0.9643     0.2612    -0.8793    -0.0876     0.4681     0.4742    -0.2498     0.8442     2.4523     2.0246     3.1110     0.5338     2.3212     0.7461     8.0175     4.6525     0.6486
   73.4858  -237.5439  1847.5213    -0.0380     0.9522     0.3030    -0.8807    -0.1752     0.4401     0.4721    -0.2501     0.8453     2.4728     2.0756     2.9784     0.6559     2.3312     0.7827     8.1196     4.7321     0.6021
   73.4736  -237.4062  1847.5689    -0.1319     0.9278     0.3490    -0.8656    -0.2794     0.4156     0.4831    -0.2473     0.8399     2.4787     2.0778     2.9185     0.8139     2.3625     0.8095     8.0768     4.7703     0.5451
   73.4481  -237.2797  1847.6209    -0.2366     0.8860     0.3988    -0.8317    -0.3969     0.3883     0.5023    -0.2398     0.8308     2.4861     2.1485     2.8444     0.9599     2.4082     0.8467     8.0186     4.8276     0.4793
   73.4091  -237.1649  1847.6776    -0.3467     0.8245     0.4472    -0.7943    -0.5116     0.3276     0.4989    -0.2417     0.8323     2.4873     2.2276     2.7715     1.0600     2.4356     0.8788     7.9531     4.8426     0.4069
   73.3565  -237.0620  1847.7391    -0.4558     0.7424     0.4909    -0.7249    -0.6297     0.2793     0.5165    -0.2285     0.8252     2.5011     2.2821     2.7509     1.1350     2.4531     0.8917     7.9958     4.9036     0.3650
   73.2902  -236.9713  1847.8057    -0.5562     0.6434     0.5260    -0.6527    -0.7299     0.2027     0.5144    -0.2306     0.8260     2.5432     2.3057     2.7810     1.0936     2.4892     0.8951     8.1417     5.0666     0.3668
   73.2104  -236.8929  1847.8774    -0.6405     0.5350     0.5509    -0.5520    -0.8195     0.1540     0.5338    -0.2055     0.8203     2.5813     2.3361     2.8825     1.0115     2.5195     0.8741     8.2841     5.2179     0.3814
   73.1175  -236.8270  1847.9543    -0.7072     0.4248     0.5652    -0.4757    -0.8773     0.0641     0.5230    -0.2235     0.8225     2.5675     2.3363     2.8433     0.8772     2.4973     0.8783     8.2636     5.1592     0.3575
   73.0118  -236.7735  1848.0362    -0.7562     0.3199     0.5709    -0.3640    -0.9306     0.0392     0.5438    -0.1781     0.8201     2.5412     2.3351     2.8960     0.7338     2.4490     0.8457     8.2462     5.0488     0.3535
   72.8940  -236.7323  1848.1232    -0.7897     0.2244     0.5710    -0.2999    -0.9531    -0.0401     0.5353    -0.2029     0.8200     2.5438     2.3155     2.8651     0.5970     2.4391     0.8513     8.2561     5.0344     0.4364
   72.7646  -236.7031  1848.2150    -0.8120     0.1399     0.5666    -0.2068    -0.9768    -0.0552     0.5458    -0.1620     0.8221     2.5244     2.2457     3.0161     0.4903     2.4258     0.8043     8.2069     4.9771     0.4764
   72.6244  -236.6857  1848.3115    -0.8253     0.0663     0.5608    -0.1489    -0.9835    -0.1028     0.5447    -0.1683     0.8216     2.5141     2.1245     3.1710     0.3865     2.4475     0.7718     8.0774     4.9424     0.5407
   72.4744  -236.6796  1848.4123    -0.8324     0.0029     0.5541    -0.0703    -0.9924    -0.1005     0.5497    -0.1226     0.8263     2.5202     2.1242     3.2951     0.3248     2.4479     0.7429     8.1011     4.9577     0.5619
   72.3154  -236.6845  1848.5173    -0.8353    -0.0521     0.5473    -0.0358    -0.9882    -0.1488     0.5486    -0.1439     0.8236     2.5216     2.0970     3.3830     0.2573     2.4491     0.7239     8.1047     4.9623     0.5679
   72.1484  -236.6997  1848.6260    -0.8353    -0.0986     0.5409     0.0422    -0.9924    -0.1157     0.5482    -0.0738     0.8331     2.5133     2.0521     3.3877     0.2131     2.4426     0.7210     8.0666     4.9259     0.5801
   71.9745  -236.7246  1848.7382    -0.8331    -0.1391     0.5354     0.0628    -0.9854    -0.1584     0.5496    -0.0984     0.8296     2.5060     2.0022     3.4198     0.1802     2.4142     0.7060     8.0917     4.8838     0.6154
